System_ID,Battery_Voltage,RTC_Drift_sec_per_day,Boot_Errors_Count,CMOS_Warning_Flag,Reset_BIOS_Flag,Power_Cycle_Count,System_Age_Years,Ambient_Temperature_C,Failure_Label,Failure_Mode,Failure_Flag
SYS-4756,2.96,93,0,0,1,1984,3.2,29.7,0,0,0
SYS-4757,3.08,27,0,0,0,1515,1.8,29.1,0,0,0
SYS-4758,3.05,40,3,0,0,2712,3.7,32.0,1,4,1
SYS-4759,3.29,37,0,0,0,461,6.9,28.4,0,0,0
SYS-4760,2.8,57,1,0,0,1265,2.4,45.0,0,0,0
SYS-4761,3.01,84,0,0,0,2173,7.7,36.7,1,1,1
SYS-4762,2.97,70,3,0,0,350,1.8,37.9,1,4,1
SYS-4763,2.55,31,0,0,1,1691,8.5,32.0,1,1,1
SYS-4764,2.83,69,2,0,0,1548,5.2,31.4,0,0,0
SYS-4765,2.82,63,9,0,0,1018,3.414284653058364,29.9,1,4,1
SYS-4766,3.3,72,0,0,0,1356,3.9,30.8,0,0,0
SYS-4767,2.83,64,1,0,0,564,7.7,38.8,0,0,0
SYS-4768,3.12,36,0,0,0,2217,2.0,32.4,0,0,0
SYS-4769,2.93,53,1,0,0,993,6.5,30.5,0,0,0
SYS-4770,2.57,25,1,0,0,1444,9.3,35.8,1,1,1
SYS-4771,3.11,46,1,1,0,1159,7.0,29.6,0,0,0
SYS-4772,2.94,163,0,0,0,2252,6.0,33.7,0,0,0
SYS-4773,2.92,100,2,0,0,2204,10.747470655617198,32.2,1,1,1
SYS-4774,3.01,69,6,1,1,1277,1.769697610624938,23.7,1,4,1
SYS-4775,2.71,50,1,0,0,2328,4.7,29.1,0,0,0
SYS-4776,2.81,75,1,0,0,1323,9.2,27.5,0,0,0
SYS-4777,3.26,79,2,0,0,291,3.5,33.7,0,0,0
SYS-4778,2.67,87,4,0,0,2840,5.0,29.9,1,1,1
SYS-4779,2.66,123,2,0,0,2491,7.9,27.1,1,1,1
SYS-4780,3.11,11,0,0,0,2577,7.3,33.6,0,0,0
SYS-4781,2.85,54,2,0,0,1024,8.0,34.1,0,0,0
SYS-4782,3.3,33,1,0,1,281,5.0,40.9,0,0,0
SYS-4783,3.05,58,0,0,0,2700,2.7,29.4,0,0,0
SYS-4784,3.3,24,1,0,0,823,9.1,28.6,0,0,0
SYS-4785,3.3,68,3,0,0,428,5.8,28.0,0,0,0
SYS-4786,3.12,56,0,0,0,1736,1.3,36.0,0,0,0
SYS-4787,3.04,80,3,0,0,1649,9.0,36.5,0,0,0
SYS-4788,2.75,130,4,1,0,1523,1.8199373545003195,33.3,1,4,1
SYS-4789,3.14,20,1,0,1,2902,1.1,29.0,0,0,0
SYS-4790,2.81,75,1,1,0,1815,4.3,34.2,0,0,0
SYS-4791,3.3,63,2,0,1,2854,7.6,30.6,0,0,0
SYS-4792,2.88,34,1,0,0,1962,1.8,31.7,0,0,0
SYS-4793,3.2,33,2,0,0,1806,7.1,36.6,1,1,1
SYS-4794,3.09,82,1,1,0,893,7.3,25.4,0,0,0
SYS-4795,2.87,87,1,0,0,2616,3.7,35.6,0,0,0
SYS-4796,3.25,5,2,0,0,1029,2.0,28.2,0,0,0
SYS-4797,3.11,79,4,0,0,2124,3.6,29.4,1,4,1
SYS-4798,2.98,44,1,0,0,539,6.8,27.8,0,0,0
SYS-4799,2.61,0,1,0,1,1935,8.5,36.0,1,1,1
SYS-4800,3.07,77,1,0,0,2748,3.4,27.0,0,0,0
SYS-4801,2.71,7,2,0,0,939,2.9,23.2,0,0,0
SYS-4802,2.82,127,0,0,0,2496,9.2,38.6,1,1,1
SYS-4803,2.77,19,1,1,0,1802,8.9,25.1,0,0,0
SYS-4804,3.16,18,3,0,0,643,4.7,22.3,0,0,0
SYS-4805,2.83,123,1,0,0,1491,6.5,36.7,0,0,0
SYS-4806,3.02,102,0,0,0,2067,4.9,32.2,0,0,0
SYS-4807,3.3,94,2,0,0,1515,4.9,37.6,0,0,0
SYS-4808,2.95,51,0,0,0,2077,3.1,31.3,0,0,0
SYS-4809,2.9,36,6,1,0,2427,0.5862205271186871,28.2,1,4,1
SYS-4810,2.83,69,9,1,0,1815,0.3,31.6,1,4,1
SYS-4811,2.4,34,2,0,0,2580,8.9,35.4,1,1,1
SYS-4812,3.24,21,2,1,0,2172,1.1,26.2,0,0,0
SYS-4813,2.59,104,7,1,1,2885,6.0,35.2,1,4,1
SYS-4814,2.71,144,5,1,0,1281,2.5717599071824084,32.2,1,4,1
SYS-4815,3.01,38,1,0,0,2679,5.5,21.0,0,0,0
SYS-4816,3.3,53,1,0,1,563,7.1,29.5,0,0,0
SYS-4817,3.12,63,1,0,0,2844,7.2,34.5,1,1,1
SYS-4818,2.81,91,0,0,0,220,5.5,40.0,0,0,0
SYS-4819,2.7,94,1,0,0,2992,3.9,33.7,0,0,0
SYS-4820,3.3,68,0,0,0,398,1.1,27.4,0,0,0
SYS-4821,2.43,59,2,0,0,2995,3.3,25.9,1,1,1
SYS-4822,3.23,16,1,0,1,2029,2.3,31.6,0,0,0
SYS-4823,2.84,90,0,0,0,1740,1.6,30.5,0,0,0
SYS-4824,3.0,20,6,1,1,2325,6.0,29.6,1,4,1
SYS-4825,3.03,38,0,0,0,741,5.0,25.4,0,0,0
SYS-4826,3.03,89,1,0,0,1883,7.1,29.6,1,1,1
SYS-4827,3.17,84,1,0,0,959,6.9,39.4,0,0,0
SYS-4828,3.16,45,1,0,1,2347,9.3,37.4,1,1,1
SYS-4829,3.03,98,3,0,0,300,6.1,41.1,0,0,0
SYS-4830,3.02,129,1,0,0,2362,9.0,35.8,1,1,1
SYS-4831,2.2,39,2,0,0,1679,5.6,31.5,1,1,1
SYS-4832,3.3,87,3,0,0,319,2.5,33.7,1,4,1
SYS-4833,2.56,81,2,0,0,1378,2.266477377304505,22.4,1,1,1
SYS-4834,3.1,81,1,0,1,2063,8.2,30.7,1,1,1
SYS-4835,3.21,15,0,0,0,2621,5.3,32.0,0,0,0
SYS-4836,3.03,16,1,0,0,2687,2.7,28.5,0,0,0
SYS-4837,3.09,63,0,0,0,2105,5.0,26.5,0,0,0
SYS-4838,2.66,36,2,0,0,2893,1.9,26.3,1,1,1
SYS-4839,2.96,10,1,0,1,1253,5.9,41.1,0,0,0
SYS-4840,3.03,127,2,0,0,2904,7.76103121284019,32.3,1,1,1
SYS-4841,2.74,39,0,1,0,998,2.0,28.3,0,0,0
SYS-4842,2.7,131,6,1,0,800,5.393685559356263,43.0,1,4,1
SYS-4843,2.44,55,0,0,0,1654,9.1,28.7,1,1,1
SYS-4844,2.85,63,0,0,0,1153,4.5,28.7,0,0,0
SYS-4845,3.09,165,2,1,0,302,3.7,35.7,1,4,1
SYS-4846,2.78,53,1,0,0,1582,4.7,29.3,0,0,0
SYS-4847,3.01,88,1,1,0,1982,9.3,39.4,1,1,1
SYS-4848,3.0,105,2,1,1,2705,5.8,19.4,1,4,1
SYS-4849,3.26,114,4,0,0,1187,9.2,37.7,0,0,0
SYS-4850,2.87,83,4,0,0,2109,7.8,30.7,1,1,1
SYS-4851,3.08,50,1,1,1,2451,9.6,21.7,0,0,0
SYS-4852,2.79,68,0,0,0,1327,5.8,23.7,0,0,0
SYS-4853,3.13,36,0,0,0,396,9.9,44.6,0,0,0
SYS-4854,3.01,92,1,1,0,2184,3.6,29.8,0,0,0
SYS-4855,2.71,98,0,0,0,682,8.7,33.5,0,0,0
SYS-4856,3.28,81,0,1,0,2007,8.5,27.5,1,1,1
SYS-4857,3.17,10,0,0,0,2052,5.5,37.6,0,0,0
SYS-4858,2.58,93,3,1,0,329,1.6738185265828989,31.0,1,4,1
SYS-4859,3.18,125,2,0,0,1778,7.1,28.5,1,1,1
SYS-4860,3.3,57,2,0,0,499,2.6,29.0,0,0,0
SYS-4861,2.73,99,0,1,0,2476,6.7,29.4,0,0,0
SYS-4862,2.92,138,3,0,0,1236,8.3,37.9,1,1,1
SYS-4863,2.54,30,1,0,0,2518,8.1,30.1,1,1,1
SYS-4864,3.15,89,1,1,0,473,1.8,38.3,0,0,0
SYS-4865,2.84,76,2,0,1,2764,9.0,27.8,1,1,1
SYS-4866,2.64,115,1,0,0,2337,6.6,35.7,1,1,1
SYS-4867,2.84,77,2,0,0,1200,6.9,39.1,0,0,0
SYS-4868,2.82,47,5,1,0,1630,3.0716405457914666,28.9,1,4,1
SYS-4869,3.24,5,1,0,1,2538,3.7,41.1,0,0,0
SYS-4870,3.15,8,1,0,0,558,2.4,34.1,0,0,0
SYS-4871,3.3,24,1,0,0,2460,1.1,34.4,0,0,0
SYS-4872,2.85,36,0,0,1,2398,1.1,29.3,0,0,0
SYS-4873,2.67,20,6,1,1,1632,4.331158688019553,37.5,1,4,1
SYS-4874,3.21,87,1,0,0,1645,4.2,25.8,0,0,0
SYS-4875,2.66,91,2,0,0,2058,3.1,29.3,1,1,1
SYS-4876,3.02,44,1,0,0,1296,6.9,34.4,0,0,0
SYS-4877,2.91,84,2,0,0,1688,9.2,28.1,0,0,0
SYS-4878,3.22,100,2,0,0,572,9.1,36.3,0,0,0
SYS-4879,2.75,167,5,1,0,2865,0.3725940510017385,23.0,1,4,1
SYS-4880,2.87,51,5,0,0,2755,1.7,32.7,1,4,1
SYS-4881,2.63,22,4,0,0,3083,9.374913949484489,28.5,1,1,1
SYS-4882,2.76,73,2,0,0,2363,3.7,28.5,0,0,0
SYS-4883,2.87,53,1,0,0,2377,7.3,32.4,0,0,0
SYS-4884,2.96,35,0,0,0,2072,4.1,31.3,0,0,0
SYS-4885,2.88,44,1,0,0,1910,7.9,34.0,1,1,1
SYS-4886,2.83,86,1,0,0,1123,6.4,28.6,0,0,0
SYS-4887,2.83,85,2,0,0,2349,8.8,36.6,1,1,1
SYS-4888,3.3,131,1,0,1,1816,9.3,24.2,1,1,1
SYS-4889,3.04,40,0,0,1,2807,9.8,32.9,0,0,0
SYS-4890,2.59,97,0,0,0,1688,5.0,35.7,1,1,1
SYS-4891,3.07,71,4,0,0,1553,0.5071607795550996,33.3,1,4,1
SYS-4892,3.25,138,2,0,0,1001,5.1,27.0,1,1,1
SYS-4893,3.02,18,1,0,0,2489,4.0,43.5,0,0,0
SYS-4894,2.29,3,2,0,1,3361,3.7159204003771675,38.7,1,1,1
SYS-4895,3.02,120,5,0,0,1630,9.3,22.7,1,4,1
SYS-4896,3.18,80,0,0,0,2290,2.5,37.9,0,0,0
SYS-4897,2.94,84,1,0,0,668,7.2,38.2,0,0,0
SYS-4898,2.94,69,6,1,0,1837,2.4302983398620435,30.5,1,4,1
SYS-4899,2.67,45,7,1,1,1632,4.936500062831834,37.5,1,4,1
SYS-4900,2.68,73,1,0,0,867,1.8,33.8,1,1,1
SYS-4901,2.69,102,1,0,0,2451,7.9,24.5,1,1,1
SYS-4902,2.81,168,7,0,0,2888,1.5510376622488957,31.4,1,4,1
SYS-4903,3.3,29,1,0,0,2880,7.2,26.2,0,0,0
SYS-4904,3.04,52,0,0,0,1274,8.5,40.7,0,0,0
SYS-4905,3.3,91,6,1,0,319,2.8300104559688046,33.7,1,4,1
SYS-4906,2.89,59,3,0,0,2217,2.1,43.0,1,4,1
SYS-4907,2.59,61,2,0,0,2691,7.7,30.8,1,1,1
SYS-4908,3.14,69,0,0,0,2366,4.6,36.3,0,0,0
SYS-4909,2.98,103,1,0,0,1107,5.4,31.8,0,0,0
SYS-4910,2.94,183,1,1,0,2492,9.8,30.9,1,1,1
SYS-4911,2.92,45,3,0,1,1331,6.8,32.8,0,0,0
SYS-4912,2.95,151,4,1,0,1360,3.4070043089481112,30.1,1,4,1
SYS-4913,3.09,100,0,0,0,2419,7.0,29.2,1,1,1
SYS-4914,2.67,46,2,0,0,1670,1.3,36.9,1,1,1
SYS-4915,2.75,115,2,0,0,1107,4.7,23.8,0,0,0
SYS-4916,2.8,28,1,0,0,2266,9.4,26.8,0,0,0
SYS-4917,2.64,49,3,1,0,1964,0.3,37.9,1,4,1
SYS-4918,3.06,53,1,0,0,1682,9.7,45.0,0,0,0
SYS-4919,2.6,51,7,1,1,365,6.0,28.7,1,4,1
SYS-4920,3.01,125,1,0,0,449,9.1,36.8,0,0,0
SYS-4921,2.48,99,0,1,0,2859,3.8,44.3,1,1,1
SYS-4922,2.69,76,0,0,0,474,9.6,42.1,1,1,1
SYS-4923,3.1,109,1,0,0,2123,3.2,36.5,0,0,0
SYS-4924,3.3,92,1,0,0,433,3.3,40.0,0,0,0
SYS-4925,2.94,89,1,1,1,2631,8.2,36.0,1,1,1
SYS-4926,3.03,77,4,1,0,687,1.3289375344127705,39.4,1,4,1
SYS-4927,2.67,39,1,0,0,823,6.7,29.3,1,1,1
SYS-4928,3.07,126,0,0,0,2574,9.2,28.7,1,1,1
SYS-4929,2.57,24,4,0,0,1322,3.0,24.2,1,4,1
SYS-4930,2.45,71,1,0,0,260,1.6,35.9,1,4,1
SYS-4931,3.3,48,1,0,0,474,8.1,35.1,0,0,0
SYS-4932,2.97,12,0,0,0,2883,4.8,25.5,0,0,0
SYS-4933,3.29,35,0,0,1,1632,5.7,32.8,0,0,0
SYS-4934,3.12,18,3,0,0,2740,2.2,29.6,1,4,1
SYS-4935,2.99,3,0,0,0,371,7.7,35.0,0,0,0
SYS-4936,3.3,43,1,1,0,1761,2.9,24.5,0,0,0
SYS-4937,3.3,131,0,0,0,2339,5.4,41.0,0,0,0
SYS-4938,3.07,61,0,1,0,1164,3.9,23.5,0,0,0
SYS-4939,2.61,93,0,0,0,1593,9.1,28.3,1,1,1
SYS-4940,3.19,100,1,1,0,2320,9.3,38.2,1,1,1
SYS-4941,3.03,78,1,0,0,1015,8.3,35.0,0,0,0
SYS-4942,2.78,120,0,0,0,237,3.1,35.0,0,0,0
SYS-4943,3.05,13,3,0,0,719,6.9,38.3,0,0,0
SYS-4944,2.6,64,0,0,1,491,2.2,33.8,1,1,1
SYS-4945,2.81,89,3,0,0,2219,9.972926779966102,39.8,1,1,1
SYS-4946,3.04,84,0,0,0,1782,6.3,29.5,0,0,0
SYS-4947,2.76,47,4,0,0,2376,1.8,24.1,1,4,1
SYS-4948,3.14,28,1,0,0,2204,8.1,37.6,1,1,1
SYS-4949,2.93,31,3,0,0,1288,5.0,33.0,0,0,0
SYS-4950,3.3,115,4,0,0,1317,3.3418090935590845,37.7,1,4,1
SYS-4951,2.76,100,1,0,0,1801,5.3,25.7,0,0,0
SYS-4952,3.3,111,0,0,0,593,4.8,27.0,0,0,0
SYS-4953,2.84,2,2,0,1,1648,4.7,26.8,0,0,0
SYS-4954,3.2,18,1,0,0,819,1.3,38.0,0,0,0
SYS-4955,2.94,130,3,1,0,2858,1.4907106998699402,29.4,1,4,1
SYS-4956,3.14,80,1,0,0,1408,7.0,28.0,0,0,0
SYS-4957,2.43,174,3,0,0,1749,4.4,33.7,1,1,1
SYS-4958,2.93,63,3,0,0,2215,3.8,29.4,1,4,1
SYS-4959,2.97,102,2,0,0,2899,3.7,23.9,0,0,0
SYS-4960,3.3,73,0,0,0,3070,10.372606152285305,23.4,1,1,1
SYS-4961,2.92,3,0,0,0,1185,5.5,36.5,0,0,0
SYS-4962,3.07,112,0,0,0,1756,8.1,40.0,1,1,1
SYS-4963,3.1,17,1,0,0,215,9.3,27.0,0,0,0
SYS-4964,3.05,38,7,1,0,709,0.35862025166855716,31.7,1,4,1
SYS-4965,3.14,71,3,0,0,977,1.3,31.0,1,4,1
SYS-4966,2.28,35,4,1,0,2528,4.9,39.7,1,1,1
SYS-4967,2.61,59,3,1,0,986,0.5884733421254732,27.9,1,4,1
SYS-4968,2.57,130,2,0,1,2845,8.542913069801271,31.8,1,1,1
SYS-4969,3.1,44,2,0,0,1628,5.5,31.3,0,0,0
SYS-4970,3.07,86,0,0,0,831,1.8,29.7,0,0,0
SYS-4971,2.65,72,4,1,1,1302,3.035898249963542,37.1,1,4,1
SYS-4972,3.02,91,0,0,0,292,7.8,40.9,0,0,0
SYS-4973,2.96,48,1,0,0,2952,9.5,24.7,0,0,0
SYS-4974,2.87,91,1,0,0,1774,2.7,39.2,0,0,0
SYS-4975,3.11,34,1,0,0,661,3.4,33.7,0,0,0
SYS-4976,2.3,58,2,0,0,2627,7.3,31.7,1,1,1
SYS-4977,2.51,55,2,0,0,1649,7.460923816535624,33.3,1,1,1
SYS-4978,3.21,68,8,0,0,1095,2.582660493050166,31.3,1,4,1
SYS-4979,3.04,101,0,0,1,448,7.8,42.6,0,0,0
SYS-4980,2.61,60,2,0,0,912,7.3,28.7,1,1,1
SYS-4981,2.82,46,3,0,0,1630,3.1,28.9,1,4,1
SYS-4982,3.12,15,1,0,0,774,2.6,25.6,0,0,0
SYS-4983,3.0,80,5,0,0,2134,10.796673617599962,34.2,1,1,1
SYS-4984,3.2,116,5,1,0,2193,2.2593596958366904,41.8,1,4,1
SYS-4985,2.93,61,1,0,0,1226,6.9,33.3,0,0,0
SYS-4986,3.1,59,2,0,0,276,5.9,23.0,0,0,0
SYS-4987,2.78,91,0,0,0,2766,7.2,33.5,1,1,1
SYS-4988,2.9,19,0,0,0,282,9.2,31.0,0,0,0
SYS-4989,3.01,17,0,1,0,2215,8.1,28.8,0,0,0
SYS-4990,3.02,64,4,0,1,2154,6.4,33.4,1,4,1
SYS-4991,2.79,20,5,1,1,1890,0.9862263451754876,32.7,1,4,1
SYS-4992,2.7,65,2,0,0,2363,6.9,34.9,0,0,0
SYS-4993,3.3,90,1,0,0,2786,1.4,22.0,0,0,0
SYS-4994,2.93,85,0,0,0,1061,4.0,32.3,0,0,0
SYS-4995,2.75,47,2,0,0,729,1.9,29.6,0,0,0
SYS-4996,2.84,113,2,0,0,701,1.1,40.9,0,0,0
SYS-4997,3.14,105,1,0,0,204,5.6,37.8,0,0,0
SYS-4998,3.27,63,2,0,0,1069,3.6,33.4,0,0,0
SYS-4999,3.22,31,1,0,0,2571,4.5,25.4,0,0,0
SYS-5000,2.79,15,2,0,0,576,6.4,38.4,0,0,0
SYS-5001,3.11,79,0,0,1,612,4.9,31.0,0,0,0
SYS-5002,3.03,76,4,0,0,687,1.8,39.4,1,4,1
SYS-5003,3.3,67,1,0,0,1342,2.8,36.5,0,0,0
SYS-5004,2.43,117,1,0,0,1740,1.8,38.3,1,1,1
SYS-5005,2.99,7,1,0,0,2989,4.4,36.4,0,0,0
SYS-5006,2.98,35,2,1,0,463,8.1,31.6,0,0,0
SYS-5007,3.21,76,1,0,0,865,3.0,34.5,0,0,0
SYS-5008,2.9,87,4,0,0,2649,9.7,25.4,1,1,1
SYS-5009,3.0,23,0,0,0,989,8.7,34.5,0,0,0
SYS-5010,2.89,123,1,0,0,1919,10.15791528333321,32.1,1,1,1
SYS-5011,3.08,3,1,0,0,2464,8.8,36.5,1,1,1
SYS-5012,2.83,37,0,0,1,2137,1.8,31.7,0,0,0
SYS-5013,3.19,57,0,0,0,1682,6.7,30.5,0,0,0
SYS-5014,3.04,1,1,0,0,1786,1.7,31.3,0,0,0
SYS-5015,2.4,85,2,0,0,2408,7.962156838331039,34.2,1,1,1
SYS-5016,3.23,72,0,0,0,1022,1.2,35.3,0,0,0
SYS-5017,3.21,124,6,1,0,2481,1.4693470377107363,32.5,1,4,1
SYS-5018,2.45,37,7,1,0,2158,2.4473916317323607,42.5,1,4,1
SYS-5019,2.88,116,2,1,0,1869,5.0,26.1,1,4,1
SYS-5020,2.99,2,2,0,1,444,4.1,24.9,0,0,0
SYS-5021,2.74,35,9,0,0,1673,1.2030271423793488,33.1,1,4,1
SYS-5022,3.14,51,1,0,0,2785,6.9,27.4,0,0,0
SYS-5023,3.3,108,6,1,0,437,0.3,41.3,1,4,1
SYS-5024,3.09,110,1,0,0,670,4.5,36.4,0,0,0
SYS-5025,3.02,102,1,0,0,2610,7.5,33.5,1,1,1
SYS-5026,2.69,48,3,0,0,2674,11.014378219230807,31.3,1,1,1
SYS-5027,2.68,124,4,1,0,2787,0.3,37.8,1,4,1
SYS-5028,2.97,140,0,0,0,3062,9.557805963883318,27.7,1,1,1
SYS-5029,2.6,123,2,0,0,1336,9.5,34.2,1,1,1
SYS-5030,3.01,116,1,0,0,698,1.8,39.0,0,0,0
SYS-5031,2.76,57,3,0,0,961,7.5,31.3,0,0,0
SYS-5032,2.65,9,0,0,0,847,3.0,37.9,1,1,1
SYS-5033,3.3,66,2,1,0,2052,1.2,26.5,0,0,0
SYS-5034,3.03,36,1,0,0,248,6.3,24.9,0,0,0
SYS-5035,3.22,18,0,0,0,1560,4.4,30.0,0,0,0
SYS-5036,2.59,36,3,0,0,2678,6.0,40.7,1,1,1
SYS-5037,2.69,51,1,0,0,806,4.6,39.5,1,1,1
SYS-5038,3.05,34,0,1,0,1309,2.9,26.2,0,0,0
SYS-5039,2.73,37,0,0,0,1771,3.4,37.8,0,0,0
SYS-5040,2.96,25,1,0,0,2873,5.6,25.4,0,0,0
SYS-5041,3.08,72,2,0,0,2358,8.6,36.4,1,1,1
SYS-5042,2.99,22,2,1,0,2086,4.5,36.0,0,0,0
SYS-5043,3.14,24,0,0,0,1535,6.7,37.1,0,0,0
SYS-5044,2.22,12,4,0,1,1870,5.9,33.7,1,4,1
SYS-5045,2.49,100,1,0,0,1778,1.5,31.8,1,1,1
SYS-5046,3.0,108,0,0,0,417,4.2,28.9,0,0,0
SYS-5047,2.69,28,2,0,0,2543,6.1,28.8,1,1,1
SYS-5048,2.68,114,3,0,0,950,7.7,26.4,1,1,1
SYS-5049,2.79,32,1,0,0,1127,5.9,37.9,0,0,0
SYS-5050,2.8,126,6,0,0,1894,1.250208905279898,34.7,1,4,1
SYS-5051,3.02,95,1,0,0,2625,4.3,43.4,0,0,0
SYS-5052,2.87,20,7,1,1,2170,0.3,30.4,1,4,1
SYS-5053,2.67,23,3,0,0,364,2.1070458080074443,27.8,1,4,1
SYS-5054,2.89,157,6,1,0,1356,3.8619220620154002,31.7,1,4,1
SYS-5055,3.3,82,1,0,0,679,7.9,29.2,0,0,0
SYS-5056,3.02,101,4,0,0,1423,4.4,32.0,0,0,0
SYS-5057,3.08,15,2,0,0,1461,4.3,26.9,0,0,0
SYS-5058,2.96,60,2,0,0,2616,3.9,35.1,0,0,0
SYS-5059,2.88,29,7,1,0,1125,0.6180644698848928,34.9,1,4,1
SYS-5060,2.98,121,2,0,0,2275,4.2,30.2,1,1,1
SYS-5061,2.7,57,1,0,1,2209,6.7,25.5,0,0,0
SYS-5062,3.24,64,0,1,0,1907,3.0,36.3,0,0,0
SYS-5063,3.3,30,2,0,0,1220,7.6,26.0,0,0,0
SYS-5064,2.7,136,6,1,0,800,6.0,43.0,1,4,1
SYS-5065,2.82,17,0,0,0,1118,8.9,34.1,0,0,0
SYS-5066,2.62,18,1,0,0,1841,9.0,37.8,1,1,1
SYS-5067,2.9,75,2,0,0,1840,6.2,29.2,0,0,0
SYS-5068,3.3,53,1,0,1,2700,2.4,29.4,0,0,0
SYS-5069,2.82,42,2,0,0,2209,3.2,34.8,0,0,0
SYS-5070,2.62,109,2,0,0,3490,9.388668788030872,32.9,1,1,1
SYS-5071,2.79,2,3,0,1,1890,2.4,32.7,1,4,1
SYS-5072,2.54,69,2,0,0,1850,4.3,36.0,1,1,1
SYS-5073,3.02,21,1,1,0,827,9.5,30.4,0,0,0
SYS-5074,2.56,46,1,0,1,229,3.6,32.5,1,4,1
SYS-5075,3.19,61,0,0,0,2120,2.3,38.4,0,0,0
SYS-5076,2.75,76,1,0,0,1077,8.1,32.3,0,0,0
SYS-5077,2.73,61,0,1,0,557,8.6,23.0,0,0,0
SYS-5078,3.28,126,4,1,0,2911,6.0,37.0,1,4,1
SYS-5079,3.22,38,0,0,0,618,6.3,41.1,0,0,0
SYS-5080,3.01,1,0,0,0,724,5.3,32.7,0,0,0
SYS-5081,2.64,124,4,1,0,618,2.527385468113538,27.8,1,4,1
SYS-5082,2.46,32,1,0,0,1811,5.4,30.4,1,1,1
SYS-5083,2.73,32,1,0,0,1487,7.7,25.0,0,0,0
SYS-5084,2.68,103,3,1,0,353,1.0267679844654336,34.7,1,4,1
SYS-5085,2.95,1,1,1,0,2739,9.2,34.6,1,1,1
SYS-5086,3.07,32,3,0,0,1553,0.9805620929833476,33.3,1,4,1
SYS-5087,3.3,53,1,0,0,2274,6.9,21.0,0,0,0
SYS-5088,2.87,29,2,0,0,925,9.7,30.3,0,0,0
SYS-5089,2.74,88,0,0,0,875,6.7,33.4,0,0,0
SYS-5090,2.99,75,0,0,1,297,7.1,26.9,0,0,0
SYS-5091,2.83,67,1,0,0,1962,6.6,39.8,0,0,0
SYS-5092,2.81,145,1,1,0,1481,6.9,29.8,0,0,0
SYS-5093,2.87,59,5,1,0,1646,1.9303638461854018,34.3,1,4,1
SYS-5094,2.77,44,0,0,0,2223,2.3,29.0,0,0,0
SYS-5095,2.89,67,0,0,0,589,6.4,31.1,0,0,0
SYS-5096,3.04,10,2,0,0,318,2.0,28.2,0,0,0
SYS-5097,3.09,68,0,0,0,389,8.0,36.1,0,0,0
SYS-5098,2.63,54,1,1,0,350,2.1,32.6,1,4,1
SYS-5099,3.03,102,2,0,0,1751,9.0,27.8,1,1,1
SYS-5100,3.17,25,0,0,0,1297,2.5,36.1,0,0,0
SYS-5101,3.29,39,2,0,0,1112,4.5,28.2,0,0,0
SYS-5102,3.3,106,1,0,1,1913,8.5,32.1,1,1,1
SYS-5103,2.77,69,0,0,0,2904,9.4,35.0,1,1,1
SYS-5104,2.94,73,1,0,0,329,1.7,29.2,0,0,0
SYS-5105,3.23,31,1,0,0,1288,7.4,33.0,0,0,0
SYS-5106,3.16,50,3,0,1,1824,1.2,28.8,1,4,1
SYS-5107,2.8,96,2,0,0,2761,2.7,31.0,0,0,0
SYS-5108,2.89,20,6,0,0,1162,2.838356955253262,33.6,1,4,1
SYS-5109,3.03,29,1,0,0,351,3.5,26.2,0,0,0
SYS-5110,2.92,68,0,0,0,2234,3.4,36.6,0,0,0
SYS-5111,2.51,52,2,0,0,1629,9.356931233003664,33.3,1,1,1
SYS-5112,3.3,106,3,0,0,968,3.5,33.2,1,4,1
SYS-5113,3.3,77,9,0,0,583,0.5119556166980512,33.7,1,4,1
SYS-5114,3.03,98,7,1,0,687,1.5993783417606837,39.4,1,4,1
SYS-5115,3.24,37,3,0,0,1862,9.5,35.4,1,1,1
SYS-5116,2.65,58,2,0,0,1466,6.88776548413975,31.7,1,1,1
SYS-5117,3.3,86,0,0,0,1182,1.8,31.7,0,0,0
SYS-5118,2.67,3,0,1,0,2989,4.0,29.3,1,1,1
SYS-5119,2.51,163,2,0,0,2310,3.505230939984068,26.1,1,1,1
SYS-5120,3.3,68,3,0,0,583,2.5,33.7,1,4,1
SYS-5121,3.04,57,7,0,0,2410,1.5011194485934296,29.6,1,4,1
SYS-5122,2.55,48,5,0,0,1533,9.2,36.4,1,4,1
SYS-5123,2.74,72,3,1,0,484,4.850557467378231,34.5,1,4,1
SYS-5124,3.25,97,3,0,0,2669,1.3,28.6,1,4,1
SYS-5125,2.54,104,0,0,0,2341,5.7,31.1,1,1,1
SYS-5126,3.01,82,6,1,0,551,0.7002591842955397,32.8,1,4,1
SYS-5127,2.88,20,5,0,0,2533,0.3,24.1,1,4,1
SYS-5128,2.93,30,6,1,0,2587,0.3,39.5,1,4,1
SYS-5129,2.81,98,0,0,0,836,7.7,33.6,0,0,0
SYS-5130,3.3,104,6,0,0,1494,3.107600896560852,34.8,1,4,1
SYS-5131,2.45,71,4,1,0,260,0.6492926981884933,35.9,1,4,1
SYS-5132,3.13,94,0,0,0,302,9.0,19.3,0,0,0
SYS-5133,3.0,20,5,0,1,1831,1.1446891510834676,36.1,1,4,1
SYS-5134,2.92,59,3,0,0,2171,1.5,34.8,1,4,1
SYS-5135,3.17,38,3,1,0,1723,8.4,39.4,1,1,1
